year,footprint
2005,10.131616952065327
2007,10.63163328776194
2008,10.055051284026876
2009,9.535745710121983
2010,9.933364974644618
2011,11.792641037738825
2012,12.277113452700407
2013,12.304553377517156
2014,11.822104744616688
2015,11.469301466091819
2016,11.380821989780017
2017,11.180505068767008
